"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",11.2875920578921,-0.790663719930577,1.00019028090985,-0.790513300340536,0.429228057832995,0.608092694280564
"LOC729737",0.827229403528426,1.40154379346775,2.61931416211522,0.535080447293858,0.592594229830375,NA
"LOC100133331",2.92946853859114,-1.23653299749766,1.2661454590273,-0.976612117258322,0.328761217911581,NA
"LOC100288069",0.161677757487436,1.98783332362621,5.62889328762753,0.353148162889414,0.723977367243921,NA
"LINC00115",5.63791128790859,-2.06316745094614,1.21050624255489,-1.7043839828464,0.0883093742888989,0.192227263089854
"LINC01128",14.0115045522156,0.0501885639291165,0.764882078729558,0.0656160803407472,0.947683486443153,0.971368054693676
"LINC02593",3.2648829566745,-0.150693916357348,1.19540575149894,-0.12606089285449,0.899683723436709,NA
"SAMD11",11.5292645667998,0.36194987176728,0.874304395783938,0.413986105425834,0.678884282628903,0.807745998091987
"NOC2L",102.47067372412,-0.602303362482595,0.493544509095743,-1.22036280696571,0.222327370176293,0.384349965918309
"KLHL17",17.3207213062376,-0.770155503514063,0.788349407326695,-0.976921522812673,0.328608005567838,0.506537027076828
"PLEKHN1",6.8697960533128,-2.69601264742044,0.936109873348888,-2.88001731866751,0.00397653326704136,0.0149557010995364
"PERM1",2.37352673898891,-2.26527885580555,1.40419546824209,-1.61322188188049,0.106696311097873,NA
"HES4",9.36480996835079,-3.31344392882459,0.923110102133802,-3.58943523764441,0.000331395145722399,0.00172637533133624
"ISG15",11.1282425628502,0.285327531467994,1.0309963540395,0.276749311818674,0.781972604714056,0.87473600430212
"AGRN",472.729475381004,-0.897160507621549,0.859965141226749,-1.04325217920082,0.296831512671632,0.471747657281505
"LOC100288175",50.9219305316492,-4.22930472404864,0.845609985962885,-5.00148389240317,5.68907209686205e-07,5.46853589429768e-06
"C1orf159",17.8318446326732,-0.633810628770547,0.583436886534087,-1.08633965969431,0.277328746776542,0.449706298431799
"SDF4",268.980641664825,-0.383702800883434,0.447777191448087,-0.856905640152327,0.391497035458608,0.572117615608649
"B3GALT6",39.5423569436177,0.0906358914655508,0.509521224481847,0.17788442779341,0.858813740620627,0.921895697139832
"C1QTNF12",1.75687519823926,-0.0954200961302258,1.88325646863973,-0.0506676056709087,0.959590390408766,NA
"UBE2J2",68.7602497284074,-1.50244167082899,0.476050862533508,-3.15605282770228,0.00159919893334053,0.00685014954238274
"SCNN1D",6.18404703459958,-0.810801148195923,1.09832694473498,-0.738214747514517,0.460383962550194,0.636866946373912
"ACAP3",91.7424408870164,-2.3779820441739,0.537834247725917,-4.42140316320231,9.80620103528493e-06,7.27664050401183e-05
"SNORD167",0.999671998667385,0.620402142011195,3.36423969505235,0.184410802513149,0.853691195970018,NA
"PUSL1",15.5625954504167,-0.490258204497236,0.793552287453651,-0.617802017899004,0.536705853131026,0.702004952576666
"INTS11",85.2116145423033,-0.949168085137439,0.425853616953338,-2.22885998228223,0.025823222460206,0.0716978746966262
"CPTP",24.3944487165891,1.63905536618313,0.696395929038989,2.35362571467784,0.0185913201772094,0.0544496903128795
"TAS1R3",1.80752106343895,0.12018921804916,1.80281365478402,0.0666675769457489,0.946846346713869,NA
"DVL1",113.488665241251,-0.717082058954191,0.564529014665077,-1.27023065303317,0.204002481801384,0.36157333823461
"MXRA8",10.2519822922125,0.823086849273739,1.06244028642176,0.774713515472812,0.438508962869127,0.617159135940012
"AURKAIP1",98.4035963952437,1.38318242229555,0.59514326411261,2.32411673911483,0.0201192381307141,0.0582708616338395
"CCNL2",176.365871154829,-0.760236085294855,0.419184931866869,-1.81360546980802,0.0697384877384757,0.159715097483753
"LOC148413",26.9532038789407,-1.24070605244402,0.539122663056249,-2.30134278794838,0.021372263010102,0.0612892931914556
"MRPL20",90.7659898554144,-0.050058173907238,0.592287078254824,-0.0845167415347547,0.932645592644006,0.964690201288291
"VWA1",25.769794446892,1.8918770828358,0.859212234683102,2.20187400326483,0.0276742098048522,0.0758750247175055
"ATAD3B",2.67102763122135,-0.891048167656535,1.21265810384495,-0.73478927393575,0.462467840488018,NA
"ATAD3A",40.3213745565421,-0.346561731467844,0.601228261531542,-0.576422889012284,0.564329376927425,0.72278902861259
"TMEM240",0.364594245829719,1.56238933012296,3.02822752081355,0.515941856873162,0.605895018771468,NA
"SSU72",205.707960575265,-0.539595545098034,0.365659590939729,-1.47567726505217,0.140030552040198,0.271629835106204
"FNDC10",8.73974872528769,0.252129710488327,0.908602977430817,0.277491618177671,0.781402640947822,0.87449376815811
"MIB2",42.9861412755522,-2.83888571462389,0.804633781616701,-3.52817117486653,0.000418441471684783,0.00211579075252278
"CDK11B",62.1194199165836,-2.47576152237157,0.572688101087802,-4.32305388861571,1.53884126747762e-05,0.000109533280080129
"SLC35E2B",51.9146426969214,-1.24393952160919,0.50100832957633,-2.48287193680214,0.0130327932054722,0.0406496029506266
"CDK11A",49.8915945039121,-2.94296248908371,0.59377698202446,-4.95634316953445,7.18322977846257e-07,6.7765565124323e-06
"SLC35E2A",19.7184627703965,-0.361123107719803,0.7756912126929,-0.465550082056651,0.641537580780298,0.783293073064991
"NADK",87.8442966613823,-0.920390707576652,0.453079736827673,-2.03140999864825,0.0422134209892552,0.106493885131847
"GNB1",471.183507668498,-0.11186868510661,0.28537092126213,-0.392011507731203,0.695049711019564,0.818671111761717
"CALML6",0.22826103419672,1.41320881908739,4.68580818838421,0.301593399104692,0.762962040576568,NA
"TMEM52",0.232885534061855,1.60141397754075,3.54684108908468,0.451504292782969,0.651626131812384,NA
