"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",11.2875920578921,-1.71065483218326,0.872891670624674,-1.95975616419739,0.0500242970967083,0.168063004160017
"LOC729737",0.827229403528426,-1.88182073647858,2.79140639323157,-0.674147892274485,0.500217293923925,NA
"LOC100133331",2.92946853859114,0.9795041482071,1.53830930979672,0.636740700955997,0.524293757432457,NA
"LOC100288069",0.161677757487436,-3.41823170045204,5.72286725147574,-0.597293550635932,0.55031140961346,NA
"LINC00115",5.63791128790859,-0.025855140659938,1.4541753747445,-0.0177799329496146,0.985814413416824,0.993344292729938
"LINC01128",14.0115045522156,-0.150858893191835,0.741371692138309,-0.203486179458402,0.838755046909893,0.918232222814952
"LINC02593",3.2648829566745,1.7827942535702,1.46472025421469,1.21715682461567,0.223544553769487,NA
"SAMD11",11.5292645667998,-2.1599114230499,0.762097670319362,-2.83416615372249,0.00459454364124329,0.0333274230062035
"NOC2L",102.47067372412,1.06089697253829,0.46517425861604,2.28064419491872,0.0225695098585582,0.0986591617694493
"KLHL17",17.3207213062376,-1.46999744130852,0.745084571266866,-1.97292696426271,0.0485038840255986,0.164441304991153
"PLEKHN1",6.8697960533128,0.525800617226047,1.33944624906974,0.392550740719324,0.694651327907916,0.834697608553928
"PERM1",2.37352673898891,0.240622361149593,1.69365221551192,0.142073064910119,0.887022293423231,NA
"HES4",9.36480996835079,-2.33989221918962,0.886828602776575,-2.63849430641235,0.00832750987467111,0.0498512621389536
"ISG15",11.1282425628502,1.2350021965588,1.09849220390763,1.12427033361326,0.260898359720636,0.485152792586703
"AGRN",472.729475381004,-0.984240611920112,0.818284547647914,-1.20280972523461,0.229049960507194,0.448304901161839
"LOC100288175",50.9219305316492,-1.21719221339456,0.84912316061385,-1.43346957173401,0.151723688640363,0.349815287600423
"C1orf159",17.8318446326732,-0.758251980181588,0.544148925712672,-1.39346407638039,0.163479500913373,0.366923981372997
"SDF4",268.980641664825,-0.0882889032810728,0.406723401369353,-0.217073576253106,0.82815100608445,0.913005594160693
"B3GALT6",39.5423569436177,-0.442398114686309,0.444975683411461,-0.994207394198733,0.320121909016548,0.545514772992077
"C1QTNF12",1.75687519823926,-1.66843278663291,2.08544608321122,-0.800036404711943,0.423689705198877,NA
"UBE2J2",68.7602497284074,0.0712686202677162,0.468903365094795,0.151989995323041,0.879194826550658,0.938572997604036
"SCNN1D",6.18404703459958,-1.54686475879138,1.00141583280661,-1.54467775335254,0.122424228546861,0.30287526973695
"ACAP3",91.7424408870164,0.0258724950772086,0.555840352625478,0.0465466297202092,0.962874569196029,0.981894479293873
"SNORD167",0.999671998667385,-3.71459316570467,3.49425486610978,-1.06305730636077,0.287755964105958,NA
"PUSL1",15.5625954504167,0.323954698956481,0.780340139879365,0.415145501814839,0.678035391458413,0.824014872845427
"INTS11",85.2116145423033,0.116097602563701,0.400787286133446,0.28967386586471,0.77206575151449,0.882422522183818
