"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",11.2875920578921,0.0300028033072165,0.938132822388514,0.0319814024104055,0.974486882037157,0.999919080456629
"LOC729737",0.827229403528426,-1.03514910176834,3.14439852950548,-0.329204168000658,0.742001372759872,0.999919080456629
"LOC100133331",2.92946853859114,-1.96299786615763,1.53022895067882,-1.28281317987536,0.199557535486215,0.999919080456629
"LOC100288069",0.161677757487436,3.78010210634233,6.30601022516998,0.599444335065352,0.548876619674885,0.999919080456629
"LINC00115",5.63791128790859,-2.44520159147096,1.62783219289283,-1.50212141162142,0.133065756076011,0.999919080456629
"LINC01128",14.0115045522156,-0.190616072551138,0.689029373501042,-0.276644334598675,0.782053218643396,0.999919080456629
"LINC02593",3.2648829566745,0.823198491825816,1.07762572257989,0.763900187771165,0.444926725535022,0.999919080456629
"SAMD11",11.5292645667998,1.16954719876298,0.795813110923943,1.46962544686544,0.141663224431776,0.999919080456629
"NOC2L",102.47067372412,0.360336233539639,0.4629835447679,0.778291664167633,0.436397088580053,0.999919080456629
"KLHL17",17.3207213062376,0.306521744693116,0.768917850832907,0.398640432604193,0.690158164958982,0.999919080456629
"PLEKHN1",6.8697960533128,1.15978788218467,1.01918037025252,1.1379613619298,0.255136616623201,0.999919080456629
"PERM1",2.37352673898891,0.0432525488827297,1.59126305168086,0.0271812688901698,0.978315155446833,0.999919080456629
"HES4",9.36480996835079,-0.0647707919198074,0.973053082967529,-0.0665644999780231,0.946928407951364,0.999919080456629
"ISG15",11.1282425628502,0.0472419366982712,0.837966888482811,0.0563768537248596,0.955041595674817,0.999919080456629
"AGRN",472.729475381004,0.665241720180678,0.912113121834593,0.729341245351929,0.465792948361489,0.999919080456629
"LOC100288175",50.9219305316492,-0.705750189370115,0.90696271338684,-0.778146861996847,0.436482438926447,0.999919080456629
"C1orf159",17.8318446326732,0.011568946215027,0.519002371378756,0.0222907386420865,0.98221603654127,0.999919080456629
"SDF4",268.980641664825,0.496998827376546,0.439584846255651,1.13060955492425,0.258219464102929,0.999919080456629
"B3GALT6",39.5423569436177,-0.0362767853945649,0.452172167574776,-0.0802278158541588,0.936056067608696,0.999919080456629
"C1QTNF12",1.75687519823926,0.587317760707634,2.20979763036211,0.265778980227884,0.790409432508949,0.999919080456629
"UBE2J2",68.7602497284074,0.311540109407614,0.450566365387957,0.691441113540209,0.489288374655774,0.999919080456629
"SCNN1D",6.18404703459958,-0.606659008283624,1.08374373455532,-0.559780867875141,0.575628915044824,0.999919080456629
"ACAP3",91.7424408870164,0.299973364921691,0.532571145551632,0.563255008137892,0.573261250257316,0.999919080456629
"SNORD167",0.999671998667385,-0.56195947473968,3.96404722751594,-0.141764071537521,0.887266364146369,0.999919080456629
"PUSL1",15.5625954504167,0.430956578568717,0.729129204263028,0.591056531611992,0.554482543677765,0.999919080456629
"INTS11",85.2116145423033,0.0243525168119329,0.400952995781784,0.0607365877500179,0.951568992644981,0.999919080456629
"CPTP",24.3944487165891,0.555653440609239,0.537421203102979,1.03392541529994,0.301171032457193,0.999919080456629
"TAS1R3",1.80752106343895,0.956888708072139,1.84897240241514,0.517524602758942,0.604789999034328,0.999919080456629
"DVL1",113.488665241251,0.894828930638156,0.549821028795977,1.6274912812951,0.103632798835488,0.999919080456629
"MXRA8",10.2519822922125,0.39391312568583,0.935207594435905,0.421203942343335,0.673606165840155,0.999919080456629
"AURKAIP1",98.4035963952437,0.444546853093116,0.50075527559171,0.887752710279134,0.374673785618762,0.999919080456629
"CCNL2",176.365871154829,-0.0831439963895461,0.406154088667092,-0.204710474939219,0.837798335906755,0.999919080456629
"LOC148413",26.9532038789407,0.420159283705833,0.477099563815487,0.880653254733063,0.378505524934196,0.999919080456629
"MRPL20",90.7659898554144,-0.0649286766432904,0.534559243024447,-0.121462078320702,0.903325049386431,0.999919080456629
"VWA1",25.769794446892,0.516333443005452,0.679520790859449,0.759849367305451,0.447344629940595,0.999919080456629
"ATAD3B",2.67102763122135,-0.418529920037483,1.05005867411481,-0.398577651282487,0.690204431621384,0.999919080456629
"ATAD3A",40.3213745565421,0.0345102771468207,0.555713953028597,0.0621007929686531,0.950482565521398,0.999919080456629
"TMEM240",0.364594245829719,-1.40469543632613,3.3317403807989,-0.42161011236695,0.673309623932485,0.999919080456629
"SSU72",205.707960575265,0.258384237132567,0.334962307234304,0.771383022961533,0.440479934909269,0.999919080456629
"FNDC10",8.73974872528769,0.0264564584095891,0.779949902548514,0.0339207150653416,0.97294037445889,0.999919080456629
"MIB2",42.9861412755522,0.883390697714523,0.811971171047878,1.08795820493784,0.276613558884922,0.999919080456629
"CDK11B",62.1194199165836,-0.0297709323046431,0.559633002404508,-0.0531972420795948,0.957574753007494,0.999919080456629
"SLC35E2B",51.9146426969214,-0.332298957811103,0.476783112053035,-0.696960419550555,0.485827564304407,0.999919080456629
"CDK11A",49.8915945039121,-0.384774201085431,0.614028582413885,-0.626638909173896,0.530895957251773,0.999919080456629
"SLC35E2A",19.7184627703965,-0.436687736731825,0.68206740192865,-0.640241324386745,0.522015720599267,0.999919080456629
"NADK",87.8442966613823,0.0272315614438859,0.428689558892282,0.063522800775114,0.949350203513453,0.999919080456629
"GNB1",471.183507668498,0.0135289830641561,0.272307147598228,0.0496828055505809,0.960375158719357,0.999919080456629
"CALML6",0.22826103419672,0.470033991515062,5.38503774193988,0.0872851805390947,0.930444833276562,0.999919080456629
"TMEM52",0.232885534061855,-2.26675819175016,4.04934733118132,-0.55978359136925,0.575627057145917,0.999919080456629
