"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",11.2875920578921,-0.593894786709377,0.808641135725307,-0.734435536941471,0.462683334825893,0.999966731944622
"LOC729737",0.827229403528426,1.01917423508171,2.40620231658525,0.423561322361317,0.671885767678214,0.999966731944622
"LOC100133331",2.92946853859114,-0.938525816512706,0.98876861396281,-0.949186496475915,0.342525768214596,0.999966731944622
"LOC100288069",0.161677757487436,-0.61511319908058,5.59611864564143,-0.109917826627865,0.912474544604835,0.999966731944622
"LINC00115",5.63791128790859,-1.13140989104762,1.02929892935593,-1.09920437958251,0.271678928873827,0.999966731944622
"LINC01128",14.0115045522156,0.504090746861888,0.567836174352365,0.887739755990043,0.374680755435263,0.999966731944622
"LINC02593",3.2648829566745,-0.788850941376035,0.900317619951477,-0.87619182818898,0.380925758245385,0.999966731944622
"SAMD11",11.5292645667998,-0.0220901561043013,0.715818361367099,-0.0308600020571038,0.97538118845301,0.999966731944622
"NOC2L",102.47067372412,-0.0157448189771187,0.411238309120634,-0.0382863625005814,0.969459363962956,0.999966731944622
"KLHL17",17.3207213062376,-0.390826940004636,0.640287693187237,-0.610392709657076,0.541601696322189,0.999966731944622
"PLEKHN1",6.8697960533128,0.143910048339367,0.828452388304703,0.173709497819006,0.862093772832519,0.999966731944622
"PERM1",2.37352673898891,1.11021732478797,1.33145453896814,0.83383795112402,0.404372306256989,0.999966731944622
"HES4",9.36480996835079,-1.41060624831707,0.781040889045876,-1.80605941135845,0.0709090599301901,0.999966731944622
"ISG15",11.1282425628502,-0.753622867673233,0.70995555970689,-1.06150710050693,0.288459507762175,0.999966731944622
"AGRN",472.729475381004,-0.547473367397445,0.815552290701905,-0.671291557438042,0.502034811906321,0.999966731944622
"LOC100288175",50.9219305316492,0.023413735995728,0.779590795544523,0.0300333663885477,0.976040442636268,0.999966731944622
"C1orf159",17.8318446326732,-0.465884076180112,0.414681844835821,-1.12347353032676,0.261236436296444,0.999966731944622
"SDF4",268.980641664825,-0.20315271199923,0.39189131979338,-0.518390435660428,0.604185886458622,0.999966731944622
"B3GALT6",39.5423569436177,0.0168718636871309,0.393896769119883,0.0428332116681972,0.965834489192441,0.999966731944622
"C1QTNF12",1.75687519823926,-3.3510849584937,2.07814434914368,-1.61253714636067,0.106845103368503,0.999966731944622
"UBE2J2",68.7602497284074,0.0432755045381922,0.392880539162449,0.110149269878441,0.912290994136798,0.999966731944622
"SCNN1D",6.18404703459958,-1.23647127996305,0.858032652461387,-1.44105387646502,0.14956946259635,0.999966731944622
"ACAP3",91.7424408870164,-0.668737890562096,0.457200850758967,-1.46267857868587,0.143555350372055,0.999966731944622
"SNORD167",0.999671998667385,0.442491416955135,3.41716241778662,0.129490894155903,0.896969229702016,0.999966731944622
"PUSL1",15.5625954504167,-0.588307605092656,0.635422781411374,-0.925852239332579,0.354522774741159,0.999966731944622
"INTS11",85.2116145423033,-0.17720426344376,0.350689619480217,-0.505302277570714,0.613346543377753,0.999966731944622
"CPTP",24.3944487165891,-0.726749811151128,0.470653468321057,-1.544129301211,0.122557011725181,0.999966731944622
"TAS1R3",1.80752106343895,-1.02503645399911,1.64738872678907,-0.622218931895338,0.533797918984381,0.999966731944622
"DVL1",113.488665241251,-0.377471701028034,0.490017673830552,-0.770322625462206,0.441108538418035,0.999966731944622
"MXRA8",10.2519822922125,-0.206852943482342,0.809202845541825,-0.255625575987486,0.798239967608399,0.999966731944622
"AURKAIP1",98.4035963952437,-0.342470554196959,0.445108469554734,-0.769409206119018,0.44165042512221,0.999966731944622
"CCNL2",176.365871154829,-0.238230511157665,0.357382704243654,-0.666597762927121,0.505029098429269,0.999966731944622
"LOC148413",26.9532038789407,0.12837683557984,0.40636376380601,0.315916051119961,0.752066228354377,0.999966731944622
"MRPL20",90.7659898554144,-0.142854318069358,0.472937658238457,-0.302057397166141,0.762608308518641,0.999966731944622
"VWA1",25.769794446892,-0.206064465747947,0.602166978309222,-0.342204858736259,0.732196728984938,0.999966731944622
"ATAD3B",2.67102763122135,0.110935580823284,0.90148492446201,0.123058719910916,0.90206059949741,0.999966731944622
"ATAD3A",40.3213745565421,-0.391524126685851,0.4852509710327,-0.806848723769926,0.419753643776935,0.999966731944622
"TMEM240",0.364594245829719,-1.68394931396114,2.85013749866906,-0.590830903683596,0.554633726328795,0.999966731944622
"SSU72",205.707960575265,-0.0197390910793835,0.294520555441797,-0.0670210982380287,0.946564906996792,0.999966731944622
"FNDC10",8.73974872528769,-0.221813636380798,0.659339929009083,-0.336417721150545,0.736555887920619,0.999966731944622
"MIB2",42.9861412755522,-0.727008574867067,0.712387728223267,-1.02052372053104,0.307480145343465,0.999966731944622
